Claim Key," Policy 
 Branch ",Policy Type,Premium Class,"Policy  
Number  ",Date Incurred,Date of Loss," Claim 
 Status",Claimant  ,"Claim      
Narrative  ",Gross Sum Insured,Reinsurance Recoveries,Total Recovered,Current Gross Outstanding,Transaction Amount,Total Paid,Incurred Claims - Gross of reinsurance,Incurred Claims Net of Reinsurance,Incurred Claims Net of All Recoveries,Paid Claims Net of Reinsurance,Paid Claims net of All Recoveries,Max Incurred Claim,Max Claim Paid,Date of Loss Code,Transaction Date Code,Delay,Min of Delay,Policy class,Product Group,Large Loss Threshold,Incremental Attritional Losses,Incremental Large Losses,Incurred for claims incurred in prior quarters,Incremental Claim Amount
5000418,11,33A,IT4,5000685,17-Sep-09,19-Aug-09,O,Western Transport,496307N CONSIGNMENT FEL CF1509,," 1,316.50 ",0,1472,0,2633,4105," 2,788.50 "," 2,788.50 "," 1,316.50 "," 1,316.50 ",4500,4220,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000418,11,33A,IT4,5000685,17-Sep-09,19-Aug-09,O,Western Transport,496307N CONSIGNMENT FEL CF1509,," 2,047.50 ",0,10,1462,4095,4105," 2,057.50 "," 2,057.50 "," 2,047.50 "," 2,047.50 ",4500,4220,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000418,11,33A,IT4,5000685,18-Sep-09,19-Aug-09,F,Western Transport,496307N CONSIGNMENT FEL CF1509,," 2,047.50 ",0,0,0,4095,4095," 2,047.50 "," 2,047.50 "," 2,047.50 "," 2,047.50 ",4500,4220,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000418,11,33A,IT4,5000685,21-Sep-09,19-Aug-09,R,Western Transport,496307N CONSIGNMENT FEL CF1509,," 2,047.50 ",0,100,0,4095,4195," 2,147.50 "," 2,147.50 "," 2,047.50 "," 2,047.50 ",4500,4220,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000418,11,33A,IT4,5000685,23-Sep-09,19-Aug-09,R,Western Transport,496307N CONSIGNMENT FEL CF1509,," 2,047.50 ",0,125,0,4095,4220," 2,172.50 "," 2,172.50 "," 2,047.50 "," 2,047.50 ",4500,4220,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000418,11,33A,IT4,5000685,23-Sep-09,19-Aug-09,R,Western Transport,496307N CONSIGNMENT FEL CF1509,," 2,110.00 ",0,0,125,4220,4220," 2,110.00 "," 2,110.00 "," 2,110.00 "," 2,110.00 ",4500,4220,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000418,11,33A,IT4,5000685,24-Sep-09,19-Aug-09,F,Western Transport,496307N CONSIGNMENT FEL CF1509,," 2,110.00 ",0,0,0,4220,4220," 2,110.00 "," 2,110.00 "," 2,110.00 "," 2,110.00 ",4500,4220,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000451,11,33A,IT4,5000685,17-Sep-09,02-Sep-09,O,Western Transport,THEFT IN TRANSIT CF/1521,, -   ,0,1510,0,0,1510," 1,510.00 "," 1,510.00 ", -   , -   ,1510,106,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000451,11,33A,IT4,5000685,07-Oct-09,02-Sep-09,O,Western Transport,THEFT IN TRANSIT CF/1521,, -   ,0,86,0,0,86, 86.00 , 86.00 , -   , -   ,1510,106,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000451,11,33A,IT4,5000685,07-Oct-09,02-Sep-09,O,Western Transport,THEFT IN TRANSIT CF/1521,, 38.00 ,0,10,76,76,86, 48.00 , 48.00 , 38.00 , 38.00 ,1510,106,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000451,11,33A,IT4,5000685,08-Oct-09,02-Sep-09,O,Western Transport,THEFT IN TRANSIT CF/1521,, 38.00 ,0,30,0,76,106, 68.00 , 68.00 , 38.00 , 38.00 ,1510,106,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000451,11,33A,IT4,5000685,08-Oct-09,02-Sep-09,O,Western Transport,THEFT IN TRANSIT CF/1521,, 53.00 ,0,30,30,106,136, 83.00 , 83.00 , 53.00 , 53.00 ,1510,106,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000451,11,33A,IT4,5000685,08-Oct-09,02-Sep-09,F,Western Transport,THEFT IN TRANSIT CF/1521,, 53.00 ,0,0,0,106,106, 53.00 , 53.00 , 53.00 , 53.00 ,1510,106,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000502,11,50A,EN3,5003275,30-Sep-09,22-Jul-09,O,FAWCETT SECURITY OPERATIONS (PVT) L,DAMAGE TO SWICHBOARD,, -   ,0,1550,0,0,1550," 1,550.00 "," 1,550.00 ", -   , -   ,1620,1465,2009,2009,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5000502,11,50A,EN3,5003275,13-Oct-09,22-Jul-09,O,FAWCETT SECURITY OPERATIONS (PVT) L,DAMAGE TO SWICHBOARD,, -   ,0,1550,0,0,1550," 1,550.00 "," 1,550.00 ", -   , -   ,1620,1465,2009,2009,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5000502,11,50A,EN3,5003275,13-Oct-09,22-Jul-09,O,FAWCETT SECURITY OPERATIONS (PVT) L,DAMAGE TO SWICHBOARD,, -   ,0,155,1395,1395,1550," 1,550.00 "," 1,550.00 "," 1,395.00 "," 1,395.00 ",1620,1465,2009,2009,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5000502,11,50A,EN3,5003275,26-Oct-09,22-Jul-09,O,FAWCETT SECURITY OPERATIONS (PVT) L,DAMAGE TO SWICHBOARD,, -   ,0,225,0,1395,1620," 1,620.00 "," 1,620.00 "," 1,395.00 "," 1,395.00 ",1620,1465,2009,2009,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5000502,11,50A,EN3,5003275,26-Oct-09,22-Jul-09,O,FAWCETT SECURITY OPERATIONS (PVT) L,DAMAGE TO SWICHBOARD,, -   ,0,155,70,1465,1620," 1,620.00 "," 1,620.00 "," 1,465.00 "," 1,465.00 ",1620,1465,2009,2009,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5000502,11,50A,EN3,5003275,26-Oct-09,22-Jul-09,F,FAWCETT SECURITY OPERATIONS (PVT) L,DAMAGE TO SWICHBOARD,, -   ,0,0,0,1465,1465," 1,465.00 "," 1,465.00 "," 1,465.00 "," 1,465.00 ",1620,1465,2009,2009,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5000526,11,13A,IT2,5005692,09-Oct-09,26-Sep-09,O,THREE CHOIRS TRADING T/A TORTOISE,DETERIORATION OF FOOD,, -   ,0,99,0,0,99, 99.00 , 99.00 , -   , -   ,99,99,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000526,11,13A,IT2,5005692,09-Oct-09,26-Sep-09,F,THREE CHOIRS TRADING T/A TORTOISE,DETERIORATION OF FOOD,, 49.50 ,0,0,99,99,99, 49.50 , 49.50 , 49.50 , 49.50 ,99,99,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000526,11,13A,IT2,5005692,13-Oct-09,26-Sep-09,R,THREE CHOIRS TRADING T/A TORTOISE,DETERIORATION OF FOOD,, -   ,0,99,-99,0,99, 99.00 , 99.00 , -   , -   ,99,99,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000526,11,13A,IT2,5005692,14-Oct-09,26-Sep-09,R,THREE CHOIRS TRADING T/A TORTOISE,DETERIORATION OF FOOD,, -   ,0,99,0,0,99, 99.00 , 99.00 , -   , -   ,99,99,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000526,11,13A,IT2,5005692,14-Oct-09,26-Sep-09,F,THREE CHOIRS TRADING T/A TORTOISE,DETERIORATION OF FOOD,, 49.50 ,0,0,99,99,99, 49.50 , 49.50 , 49.50 , 49.50 ,99,99,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000580,11,33A,IT4,5005025,22-Oct-09,17-Aug-09,O,FRIENDS OF THE BYO RAILWAY MUSEUM, THEFT IN TRANSIT CF/1549,, -   ,0,570,0,0,570, 570.00 , 570.00 , -   , -   ,570,0,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000580,11,33A,IT4,5005025,09-Dec-09,17-Aug-09,F,FRIENDS OF THE BYO RAILWAY MUSEUM, THEFT IN TRANSIT CF/1549,, -   ,0,0,0,0,0, -   , -   , -   , -   ,570,0,2009,2009,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5000612,11,50A,EN3,5002195,29-Oct-09,20-Sep-09,O,Desert Sun Investments t/a Drury,LAPTOP POWERCABLE DAMAGED,, -   ,0,135,0,0,135, 135.00 , 135.00 , -   , -   ,135,135,2009,2009,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5000612,11,50A,EN3,5002195,29-Oct-09,20-Sep-09,F,Desert Sun Investments t/a Drury,LAPTOP POWERCABLE DAMAGED,, -   ,0,0,135,135,135, 135.00 , 135.00 , 135.00 , 135.00 ,135,135,2009,2009,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,04-Nov-09,16-Oct-09,O,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,, -   ,0,42060,0,0,42060," 42,060.00 "," 42,060.00 ", -   , -   ,43360,41518.17,2009,2009,0,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,27-Nov-09,16-Oct-09,O,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,, -   ,0,42060,0,0,42060," 42,060.00 "," 42,060.00 ", -   , -   ,43360,41518.17,2009,2009,0,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,04-Dec-09,16-Oct-09,O,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,, -   ,0,43360,0,0,43360," 43,360.00 "," 43,360.00 ", -   , -   ,43360,41518.17,2009,2009,0,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,04-Dec-09,16-Oct-09,O,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,, 816.00 ,0,42000,1360,1360,43360," 42,544.00 "," 42,544.00 ", 544.00 , 544.00 ,43360,41518.17,2009,2009,0,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,14-Jan-10,16-Oct-09,O,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,, 816.00 ,0,40158.17,0,1360,41518.17," 40,702.17 "," 40,702.17 ", 544.00 , 544.00 ,43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,14-Jan-10,16-Oct-09,O,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,, 816.00 ,0,41518.17,0,1360,42878.17," 42,062.17 "," 42,062.17 ", 544.00 , 544.00 ,43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,14-Jan-10,16-Oct-09,O,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,, 816.00 ,0,41518.17,0,1360,42878.17," 42,062.17 "," 42,062.17 ", 544.00 , 544.00 ,43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,14-Jan-10,16-Oct-09,O,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,," 33,518.17 ",0,1360,40158.17,41518.17,42878.17," 9,360.00 "," 9,360.00 "," 8,000.00 "," 8,000.00 ",43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,28-Jan-10,16-Oct-09,F,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,," 33,518.17 ",0,0,0,41518.17,41518.17," 8,000.00 "," 8,000.00 "," 8,000.00 "," 8,000.00 ",43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,01-Feb-10,16-Oct-09,F,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,," 26,175.20 ",7342.97,0,-7342.97,41518.17,41518.17," 15,342.97 "," 8,000.00 "," 15,342.97 "," 8,000.00 ",43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,09-Feb-10,16-Oct-09,F,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,," 24,217.07 ",9301.1,0,-1958.13,41518.17,41518.17," 17,301.10 "," 8,000.00 "," 17,301.10 "," 8,000.00 ",43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,04-Mar-10,16-Oct-09,F,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,," 15,913.44 ",17604.73,0,-8303.63,41518.17,41518.17," 25,604.73 "," 8,000.00 "," 25,604.73 "," 8,000.00 ",43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
5000639,10,60A,FG1,5002129,18-Mar-10,16-Oct-09,F,CENTRAL AFRICA BUILDING SOCIETY,THEFT OF CASH,," 9,648.56 ",25437.24,0,-7832.51,41518.17,41518.17," 31,869.61 "," 6,432.37 "," 31,869.61 "," 6,432.37 ",43360,41518.17,2009,2010,1,0,Guarantee,Transport and Engineering,error,error,error,error,error
